ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursment Price,Price Type,Benefit Status,MFR,Interchangeabiilty Flag
H03AA01,,2172097,Synthroid 0.088mg Tab,DNP,0.102,L,SF,BGP,N
H03AA01,,2172100,Synthroid 0.1mg Tab,DNP,0.0799,L,SF,BGP,N
H03AA01,,2172119,Synthroid 0.125mg Tab,DNP,0.1088,L,SF,BGP,N
H03AA01,,2172127,Synthroid 0.15mg Tab,DNP,0.0856,L,SF,BGP,N
H03AA01,,2172135,Synthroid 0.175mg Tab,DNP,0.1168,L,SF,BGP,N
H03AA01,,2172143,Synthroid 0.2mg Tab,DNP,0.0912,L,SF,BGP,N
H03AA01,,2172151,Synthroid 0.3mg Tab,DNP,0.1259,L,SF,BGP,N
H03AA01,,2213192,Eltroxin 50mcg Tab,DNP,0.0316,L,SF,APN,N
H03AA01,,2213206,Eltroxin 100mcg Tab,DNP,0.0388,L,SF,APN,N
H03AA01,,2213214,Eltroxin 150mcg Tab,DNP,0.043,L,SF,APN,N
H03AA01,,2213222,Eltroxin 200mcg Tab,DNP,0.0455,L,SF,APN,N
H03AA01,,2213230,Eltroxin 300mcg Tab,DNP,0.0645,L,SF,APN,N
H03AA01,,2233852,Synthroid 0.137mg Tab,DNP,0.184,L,SF,BGP,N
H03AA02,,1919458,Cytomel 5mcg Tab,DNP,1.339,L,SF,PFI,N
H03AA02,,1919466,Cytomel 25mcg Tab,DNP,1.4556,L,SF,PFI,N
H03AA05,,23949,Thyroid 30mg Tab,DNP,0.2725,L,SF,ERF,N
H03AA05,,23957,Thyroid 60mg Tab,DNP,0.405,L,SF,ERF,N
H03AA05,,23965,Thyroid 125mg Tab,DNP,0.92,L,SF,ERF,N
H03BA02,,10200,Propyl-Thyracil 50mg Tab,DNP,0.2669,L,SF,PAL,N
H03BA02,,10219,Propyl-Thyracil 100mg Tab,DNP,0.4174,L,SF,PAL,N
H03BB02,Children 12 Years and Under,903779,Methimazole Oral Suspension,DNP,,,F,CPD,N
H03BB02,,15741,Tapazole 5mg Tab,DNP,0.3047,L,SF,PAL,N
H03BB02,,2296039,Tapazole 10mg Tab,DNP,0.6095,L,SF,PAL,N
H04AA01,,2243297,Glucagon 1mg/vial Inj,DNP,89.8,L,SFD,LIL,N
H04AA01,,2333619,GlucaGen 1mg/vial,DNP,89.9,L,SFD,PAL,N
H04AA01,,2333627,GlucaGen Hypokit 1mg/vial,DNP,89.9,L,SFD,PAL,N
H05BA01,,1926691,Calcimar 200iu/mL Inj,DNP,29.97,L,SFC,SAV,N
H05BX01,cinacalcet 30mg tab,2257130,Sensipar 30mg Tab,DNP,5.4836,M,E,AGA,Y
H05BX01,cinacalcet 30mg tab,2441624,Teva-Cinacalcet 30mg Tab,DNP,5.4836,M,E,TEV,Y
H05BX01,cinacalcet 30mg tab,2452693,Apo-Cinacalcet 30mg Tab,DNP,5.4836,M,E,APX,Y
H05BX01,cinacalcet 60mg tab,2257149,Sensipar 60mg Tab,DNP,9.999,M,E,AGA,Y
H05BX01,cinacalcet 60mg tab,2441632,Teva-Cinacalcet 60mg Tab,DNP,9.999,M,E,TEV,Y
H05BX01,cinacalcet 60mg tab,2452707,Apo-Cinacalcet 60mg Tab,DNP,9.999,M,E,APX,Y
H05BX01,cinacalcet 90mg tab,2257157,Sensipar 90mg Tab,DNP,14.5504,M,E,AGA,Y
H05BX01,cinacalcet 90mg tab,2441640,Teva-Cinacalcet 90mg Tab,DNP,14.5504,M,E,TEV,Y
H05BX01,cinacalcet 90mg tab,2452715,Apo-Cinacalcet 90mg Tab,DNP,14.5504,M,E,APX,Y
J01AA02,doxycycline 100mg cap,24368,Vibramycin 100mg Cap (discontinued),,,,,PFI,Y
J01AA02,doxycycline 100mg cap,725250,Novo-Doxylin 100mg Cap,DNPM,0.586,M,SFC,TEV,Y
J01AA02,doxycycline 100mg cap,740713,Apo-Doxy 100mg Cap,DNPM,0.586,M,SFC,APX,Y
J01AA02,doxycycline 100mg cap,2351234,Doxycycline 100mg Cap,DNPM,0.586,M,SFC,SAS,Y
J01AA02,doxycycline 100mg tab (Vibra-tabs),578452,Vibra-Tabs C-Pak (discontinued),,,,,PFI,Y
J01AA02,doxycycline 100mg tab (Vibra-tabs),874256,Apo-Doxy 100mg Tab,DNPM,0.586,M,SFC,APX,Y
J01AA02,doxycycline 100mg tab (Vibra-tabs),2158574,Novo-Doxylin 100mg Tab,DNPM,0.586,M,SFC,TEV,Y
J01AA02,doxycycline 100mg tab (Vibra-tabs),2351242,Doxycycline 100mg Tab,DNPM,0.586,M,SFC,SAS,Y
J01AA02,,817120,Doxycin 100mg Cap,,,,,RIV,N
J01AA02,,860751,Doxycin 100mg Tab,DNPM,0.633,L,SFC,RIV,N
J01AA02,,2375885,Apprilon XR 40mg Cap,,,,,GAC,N
J01AA07,tetracycline 250mg cap,24422,Tetracyn 250mg Cap (discontinued),,,,,PFI,Y
J01AA07,tetracycline 250mg cap,580929,Tetra 250mg Cap,DNP,0.0684,M,SFC,AAP,Y
J01AA08,minocycline HCl 100mg cap,2084104,Apo-Minocycline 100mg Cap,DNP,0.2125,M,SFC,APX,Y
J01AA08,minocycline HCl 100mg cap,2108151,Novo-Minocycline 100mg Cap,DNP,0.2125,M,SFC,TEV,Y
J01AA08,minocycline HCl 100mg cap,2173506,Minocin 100mg Cap (discontinued),,,,,GSK,Y
J01AA08,minocycline HCl 100mg cap,2230736,MYLAN-Minocycline 100mg Cap (discontinued),,,,,MYL,Y
J01AA08,minocycline HCl 100mg cap,2287234,Minocycline 100mg Cap,DNP,0.2125,M,SFC,SAS,Y
J01AA08,minocycline HCl 100mg cap,2294427,pms-Minocycline 100mg Cap,,,,,PMS,Y
J01AA08,minocycline HCl 50mg cap,2084090,Apo-Minocycline 50mg Cap,DNP,0.1101,M,SFC,APX,Y
J01AA08,minocycline HCl 50mg cap,2108143,Novo-Minocycline 50mg Cap,DNP,0.1101,M,SFC,TEV,Y
J01AA08,minocycline HCl 50mg cap,2173514,Minocin 50mg Cap (discontinued),,,,,GSK,Y
J01AA08,minocycline HCl 50mg cap,2230735,MYLAN-Minocycline 50mg Cap (discontinued),,,,,MYL,Y
J01AA08,minocycline HCl 50mg cap,2287226,Minocycline 50mg Cap,DNP,0.1101,M,SFC,SAS,Y
J01AA08,minocycline HCl 50mg cap,2294419,pms-Minocycline 50mg Cap (discontinued),,,,,PMS,Y
J01AA12,tigecycline 50mg/vial inj,2285401,Tygacil 50mg/vial Pws IV,,,,,PFI,Y
J01AA12,tigecycline 50mg/vial inj,2409356,Tigecycline 50mg/vial Pws IV,,,,,APX,Y
J01BA01,,312363,Chloromycetin Succinate 1g/vial Inj,,,,,ERF,N
J01CA01,ampicillin 250mg cap,20877,Novo-Ampicillin 250mg Cap,DNPM,0.4223,M,SFC,TEV,Y
J01CA01,ampicillin 250mg cap,2043122,Penbritin 250mg Cap (discontinued),,,,,WAY,Y
J01CA01,ampicillin 500mg cap,20885,Novo-Ampicillin 500mg Cap,DNPM,0.8006,M,SFC,TEV,Y
J01CA01,ampicillin 500mg cap,2043130,Penbritin 500mg Cap (discontinued),,,,,WAY,Y
J01CA01,,872652,Novo-Ampicillin 500mg Inj,,,,,NOP,N
J01CA04,amoxicillin 250mg cap,406724,Novamoxin 250mg Cap,DNP,0.175,M,SFC,TEV,Y
J01CA04,amoxicillin 250mg cap,628115,Apo-Amoxi 250mg Cap,DNP,0.175,M,SFC,APX,Y
J01CA04,amoxicillin 250mg cap,2041294,Amoxil 250mg Cap (discontinued),,,,,WAY,Y
J01CA04,amoxicillin 250mg cap,2230243,pms-Amoxicillin 250mg Cap,DNP,0.175,M,SFC,PMS,Y
J01CA04,amoxicillin 250mg cap,2238171,MYLAN-Amoxicillin 250mg Cap (discontinued),,,,,MYL,Y
J01CA04,amoxicillin 250mg cap,2352710,Amoxicillin 250mg Cap,DNP,0.175,M,SFC,SAS,Y
J01CA04,amoxicillin 250mg cap,2388073,Auro-Amoxicillin 250mg Cap,DNP,0.175,M,SFC,ARO,Y
J01CA04,amoxicillin 250mg cap,2401495,Amoxicillin-250mg Cap,DNP,0.175,M,SFC,SIV,Y
J01CA04,amoxicillin 250mg chewable tab,2036355,Novamoxin 250mg Chew Tab,DNP,0.7512,M,SFC,TEV,Y
J01CA04,amoxicillin 250mg chewable tab,2041286,Amoxil 250mg Chew Tab (discontinued),,,,,WAY,Y
J01CA04,amoxicillin 25mg/mL o/l,452149,Novamoxin 125mg Susp,DNP,0.0353,M,SFC,TEV,Y
J01CA04,amoxicillin 25mg/mL o/l,628131,Apo-Amoxi 125mg Susp,DNP,0.0353,M,SFC,APX,Y
J01CA04,amoxicillin 25mg/mL o/l,628131,Apo-Amoxi Sugar Free 125mg Susp,DNP,0.0353,M,SFC,APX,Y
J01CA04,amoxicillin 25mg/mL o/l,1934171,Novamoxin Sugar Reduced 25mg/mL O/L,DNP,0.0353,M,SFC,TEV,Y
J01CA04,amoxicillin 25mg/mL o/l,2041316,Amoxil 25mg/mL Susp (discontinued),,,,,WAY,Y
J01CA04,amoxicillin 25mg/mL o/l,2230245,pms-Amoxicillin 25mg/mL Susp,DNP,0.0353,M,SFC,PMS,Y
J01CA04,amoxicillin 500mg cap,406716,Novamoxin 500mg Cap,DNP,0.3417,M,SFC,TEV,Y
J01CA04,amoxicillin 500mg cap,628123,Apo-Amoxi 500mg Cap,DNP,0.3417,M,SFC,APX,Y
J01CA04,amoxicillin 500mg cap,2041308,Amoxil 500mg Cap (discontinued),,,,,WAY,Y
J01CA04,amoxicillin 500mg cap,2230244,pms-Amoxicillin 500mg Cap,DNP,0.3417,M,SFC,PMS,Y
J01CA04,amoxicillin 500mg cap,2238172,MYLAN-Amoxicillin 500mg Cap (discontinued),,,,,MYL,Y
J01CA04,amoxicillin 500mg cap,2352729,Amoxicillin 500mg Cap,DNP,0.3417,M,SFC,SAS,Y
J01CA04,amoxicillin 500mg cap,2388081,Auro-Amoxicillin 500mg Cap,DNP,0.3417,M,SFC,ARO,Y
J01CA04,amoxicillin 500mg cap,2401509,Amoxicillin-500mg Cap,DNP,0.3417,M,SFC,SIV,Y
J01CA04,amoxicillin 50mg/mL o/l,452130,Novamoxin 250mg Susp,DNP,0.054,M,SFC,TEV,Y
J01CA04,amoxicillin 50mg/mL o/l,628158,Apo-Amoxi 250mg Susp,DNP,0.054,M,SFC,APX,Y
J01CA04,amoxicillin 50mg/mL o/l,628158,Apo-Amoxi Sugar Free 250mg Susp,DNP,0.054,M,SFC,APX,Y
J01CA04,amoxicillin 50mg/mL o/l,1934163,Novamoxin Sugar Reduced 50mg/mL O/L,DNP,0.054,M,SFC,TEV,Y
J01CA04,amoxicillin 50mg/mL o/l,2042592,Amoxil 50mg/mL Susp (discontinued),,,,,WAY,Y
J01CA04,amoxicillin 50mg/mL o/l,2230246,pms-Amoxicillin 50mg/mL Susp,DNP,0.054,M,SFC,PMS,Y
J01CA04,amoxicillin 50mg/mL o/l,2352753,Amoxicillin 250mg Susp,DNP,0.054,M,SFC,SAS,Y
J01CA04,amoxicillin 50mg/mL o/l,2352788,Amoxicillin Sugar Reduced 50mg/mL O/L,DNP,0.054,M,SFC,SAS,Y
J01CA04,amoxicillin 50mg/mL o/l,2401541,Amoxicillin-250mg/5mL Susp,DNP,0.054,M,SFC,SIV,Y
J01CE02,penicillin V potassium 300mg tab,248843,PVF K 300mg Tab (discontinued),,,,,FRS,Y
J01CE02,penicillin V potassium 300mg tab,642215,Pen VK 300mg Tab,DNP,0.1912,M,SFC,AAP,Y
J01CE02,penicillin V potassium 60mg/mL o/l,248835,PVF 500 (300mg/5mL) Susp (discontinued),,,,,FRS,Y
J01CE02,penicillin V potassium 60mg/mL o/l,642231,Apo-Pen VK 300mg/5mL Susp,DNP,0.0618,M,SFC,APX,Y
J01CE02,,642223,Apo-Pen VK 125mg/5mL Susp,DNP,0.0535,L,SFC,APX,N
J01CF02,cloxacillin 250mg cap,337765,Novo-Cloxin 250mg Cap,DNPM,0.71,M,SFC,TEV,Y
J01CF02,cloxacillin 250mg cap,2042924,Orbenin 250mg Cap (discontinued),,,,,WAY,Y
J01CF02,cloxacillin 25mg/mL o/l,337757,Novo-Cloxin 125mg/5mL Susp,DNPM,0.2304,M,SFC,TEV,Y
J01CF02,cloxacillin 25mg/mL o/l,2042975,Orbenin 125mg/5mL Susp (discontinued),,,,,WAY,Y
J01CF02,cloxacillin 500mg cap,337773,Novo-Cloxin 500mg Cap,DNPM,1.4,M,SFC,TEV,Y
J01CF02,cloxacillin 500mg cap,2042932,Orbenin 500mg Cap (discontinued),,,,,WAY,Y
J01CR02,amoxicillin & enzyme inhibitor 250mg tab,1916866,Clavulin-250 (250mg) Tab (discontinued),,,,,GSK,Y
J01CR02,amoxicillin & enzyme inhibitor 250mg tab,2243350,Apo-Amoxi Clav 250mg Tab,DNPM,0.9375,M,SFC,APX,Y
J01CR02,amoxicillin & enzyme inhibitor 250mg/5mL susp,1916874,Clavulin-250F (250mg/5mL) Susp,DNPM,0.2039,L,SFC,GSK,Y
J01CR02,amoxicillin & enzyme inhibitor 250mg/5mL susp,2243987,Apo-Amoxi Clav 250mg/5mL Susp (discontinued),,,,,APX,Y
J01CR02,amoxicillin & enzyme inhibitor 500mg tab,1916858,Clavulin-500F (500mg) Tab,DNPM,0.6673,M,SFC,GSK,Y
J01CR02,amoxicillin & enzyme inhibitor 500mg tab,2243351,Apo-Amoxi Clav 500mg Tab,DNPM,0.6673,M,SFC,APX,Y
J01CR02,amoxicillin & enzyme inhibitor 875mg tab,2238829,Clavulin-875 (875mg) Tab,DNPM,0.7771,M,SFC,GSK,Y
J01CR02,amoxicillin & enzyme inhibitor 875mg tab,2245623,Apo-Amoxi Clav 875mg Tab,DNPM,0.7771,M,SFC,APX,Y
J01CR02,,1916882,Clavulin-125F (125mg/5mL) Susp,DNPM,0.0969,L,SFC,GSK,N
J01CR02,,2238830,Clavulin-400 (400mg/5mL) Susp,DNPM,0.2857,L,SFC,GSK,N
J01CR02,,2238831,Clavulin-200 (200mg/5mL) Susp,DNPM,0.1499,L,SFC,GSK,N
J01CR05,piperacillin sodium & enzyme inhibitor 2g/0.25g vial inj,2170817,Tazocin 2g/vial Inj (discontinued),,,,,PFI,Y
J01CR05,piperacillin sodium & enzyme inhibitor 2g/0.25g vial inj,2308444,Piperacillin & Tazobactam 2g/0.25g Vial Inj (Apotex),,,,,APX,Y
J01CR05,piperacillin sodium & enzyme inhibitor 2g/0.25g vial inj,2362619,Piperacillin & Tazobactam 2g/0.25g Vial Inj,,,,,STR,Y
J01CR05,piperacillin sodium & enzyme inhibitor 3g/0.375g vial inj,2170795,Tazocin 3g/vial Inj (discontinued),,,,,PFI,Y
J01CR05,piperacillin sodium & enzyme inhibitor 3g/0.375g vial inj,2308452,Piperacillin & Tazobactam 3g/0.375g Vial Inj (Apotex),,,,,APX,Y
J01CR05,piperacillin sodium & enzyme inhibitor 3g/0.375g vial inj,2362627,Piperacillin & Tazobactam 3g/0.375g Vial Inj,,,,,STR,Y
J01CR05,piperacillin sodium & enzyme inhibitor 3g/0.375g vial inj,2370166,Teva-Piperacillin/Tazobactam 3g/0.375g Vial Inj,,,,,TEV,Y
J01CR05,piperacillin sodium & enzyme inhibitor 4g/0.5g vial inj,2170809,Tazocin 4g/vial Inj (discontinued),,,,,PFI,Y
J01CR05,piperacillin sodium & enzyme inhibitor 4g/0.5g vial inj,2308460,Piperacillin & Tazobactam 4g/0.5g Vial Inj (Apotex),,,,,APX,Y
J01CR05,piperacillin sodium & enzyme inhibitor 4g/0.5g vial inj,2362635,Piperacillin & Tazobactam 4g/0.5g Vial Inj,,,,,STR,Y
J01CR05,piperacillin sodium & enzyme inhibitor 4g/0.5g vial inj,2370174,Teva-Piperacillin/Tazobactam 4g/0.5g Vial Inj,,,,,TEV,Y
J01DB01,cephalexin monohydrate 250mg tab,403628,Keflex 250mg Tab (discontinued),,,,,PDP,Y
J01DB01,cephalexin monohydrate 250mg tab,583413,Novo-Lexin 250mg Tab,DNPM,0.225,M,SFC,TEV,Y
J01DB01,cephalexin monohydrate 250mg tab,768723,Apo-Cephalex 250mg Tab,DNPM,0.225,M,SFC,APX,Y
J01DB01,cephalexin monohydrate 25mg o/l,15547,Keflex 125mg/5mL Susp (discontinued),,,,,PDP,Y
J01DB01,cephalexin monohydrate 25mg o/l,342106,Novo-Lexin 125mg/5mL Susp,DNPM,0.3184,M,SFC,TEV,Y
J01DB01,cephalexin monohydrate 500mg tab,244392,Keflex 500mg Tab (discontinued),,,,,PDP,Y
J01DB01,cephalexin monohydrate 500mg tab,583421,Novo-Lexin 500mg Tab,DNPM,0.45,M,SFC,TEV,Y
J01DB01,cephalexin monohydrate 500mg tab,768715,Apo-Cephalex 500mg Tab,DNPM,0.45,M,SFC,APX,Y
J01DB01,cephalexin monohydrate 50mg o/l,35645,Keflex 250mg/5mL Susp (discontinued),,,,,PDP,Y
J01DB01,cephalexin monohydrate 50mg o/l,342092,Novo-Lexin 250mg/5mL Susp,DNPM,0.5687,M,SFC,TEV,Y
J01DB01,,342084,Novo-Lexin 250mg Cap,DNPM,0.4028,L,SFC,TEV,N
J01DB01,,342114,Novo-Lexin 500mg Cap,DNPM,0.7615,L,SFC,TEV,N
J01DB04,cefazolin sodium 10g/vial inj,2108135,Cefazolin Sodium 10g/vial Inj,,,,,TEV,Y
J01DB04,cefazolin sodium 10g/vial inj,2297213,Cefazolin Sodium 10g/vial Inj,,,,,APX,Y
J01DB04,cefazolin sodium 10g/vial inj,2437120,Cefazolin Sodium 10g/vial Inj,,,,,STR,Y
J01DB04,cefazolin sodium 1g/vial inj,2108127,Cefazolin Sodium 1g/vial Inj,DNPM,6,M,SFC,TEV,Y
J01DB04,cefazolin sodium 1g/vial inj,2297205,Cefazolin Sodium 1g/vial Inj,DNPM,6,M,SFC,APX,Y
J01DB04,cefazolin sodium 1g/vial inj,2308959,Cefazolin Sodium 1g/vial Inj,DNPM,6,M,SFC,SDZ,Y
J01DB04,cefazolin sodium 500mg/vial inj,2108119,Cefazolin Sodium 500mg/vial Inj,DNPM,4,M,SFC,TEV,Y
J01DB04,cefazolin sodium 500mg/vial inj,2308932,Cefazolin Sodium 500mg/vial Inj,DNPM,4,M,SFC,SDZ,Y
J01DB05,cefadroxil 500mg cap,507245,Duricef 500mg Cap (discontinued),,,,,BRI,Y
J01DB05,cefadroxil 500mg cap,2235134,Novo-Cefadroxil 500mg Cap,DNP,0.8421,M,SFC,TEV,Y
J01DB05,cefadroxil 500mg cap,2240774,Apo-Cefadroxil 500mg Cap,DNP,0.8421,M,SFC,APX,Y
J01DC02,cefuroxime axetil 250mg tab,2212277,Ceftin 250mg Tab,DNP,0.7237,M,SFC,GSK,Y
J01DC02,cefuroxime axetil 250mg tab,2244393,Apo-Cefuroxime 250mg Tab,DNP,0.7237,M,SFC,APX,Y
J01DC02,cefuroxime axetil 250mg tab,2344823,Auro-Cefuroxime 250mg Tab,DNP,0.7237,M,SFC,ARO,Y
J01DC02,cefuroxime axetil 500mg tab,2212285,Ceftin 500mg Tab,DNP,1.4337,M,SFC,GSK,Y
J01DC02,cefuroxime axetil 500mg tab,2244394,Apo-Cefuroxime 500mg Tab,DNP,1.4337,M,SFC,APX,Y
J01DC02,cefuroxime axetil 500mg tab,2344831,Auro-Cefuroxime 500mg Tab,DNP,1.4337,M,SFC,ARO,Y
J01DC02,,2212307,Ceftin 125mg/5mL O/L,DNP,0.1776,L,SFC,GSK,N
J01DC10,cefprozil 250mg tab,2163659,Cefzil 250mg Tab (discontinued),,,,,BRI,Y
J01DC10,cefprozil 250mg tab,2292998,Apo-Cefprozil 250mg Tab,DNP,0.4332,M,SFC,APX,Y
J01DC10,cefprozil 250mg tab,2293528,RAN-Cefprozil 250mg Tab,DNP,0.4332,M,SFC,RAN,Y
J01DC10,cefprozil 250mg tab,2302179,Sandoz Cefprozil 250mg Tab,DNP,0.4332,M,SFC,SDZ,Y
J01DC10,cefprozil 25mg/mL o/l,2163675,Cefzil 125mg/5mL O/L (discontinued),,,,,BRI,Y
J01DC10,cefprozil 25mg/mL o/l,2329204,RAN-Cefprozil 125mg/5mL O/L,DNP,0.1796,M,SFC,RAN,Y
J01DC10,cefprozil 500mg tab,2163667,Cefzil 500mg Tab (discontinued),,,,,BRI,Y
J01DC10,cefprozil 500mg tab,2293005,Apo-Cefprozil 500mg Tab,DNP,0.8494,M,SFC,APX,Y
J01DC10,cefprozil 500mg tab,2293536,RAN-Cefprozil 500mg Tab,DNP,0.8494,M,SFC,RAN,Y
J01DC10,cefprozil 500mg tab,2302187,Sandoz-Cefprozil 500mg Tab,DNP,0.8494,M,SFC,SDZ,Y
J01DC10,cefprozil 50mg/mL o/l,2163683,Cefzil 250mg/5mL O/L (discontinued),,,,,BRI,Y
J01DC10,cefprozil 50mg/mL o/l,2293579,RAN-Cefprozil 250mg/5mL O/L,DNP,0.3591,M,SFC,RAN,Y
J01DD01,cefotaxime 1g/vial inj,2225093,Claforan 1g/vial Inj (discontinued),,,,,SAV,Y
J01DD01,cefotaxime 1g/vial inj,2434091,Cefotaxime Sodium 1g/vial Inj,DNP,8.33,M,SFC,STR,Y
J01DD01,cefotaxime 2g/vial inj,2225107,Claforan 2g/vial Inj (discontinued),,,,,SAV,Y
J01DD01,cefotaxime 2g/vial inj,2434105,Cefotaxime Sodium 2g/vial Inj,DNP,16.6855,M,SFC,STR,Y
J01DD02,,2212218,Fortaz 1g/vial Inj,DNP,22.927,L,SFC,GSK,N
J01DD02,,2212226,Fortaz 2g/vial Inj,DNP,45.077,L,SFC,GSK,N
J01DD02,,2212234,Fortaz 6g/vial Inj,DNP,135.2967,L,SFC,GSK,N
J01DD04,ceftriaxone 0.25g/vial inj,657387,Rocephin 0.25g/vial Inj (discontinued),,,,,HLR,Y
J01DD04,ceftriaxone 0.25g/vial inj,2292866,Ceftriaxone 0.25g/vial Inj,DNP,7.525,M,SFC,APX,Y
J01DD04,ceftriaxone 0.25g/vial inj,2325594,Ceftriaxone Sodium 0.25g/vial Inj,DNP,7.525,M,SFC,STR,Y
J01DD04,ceftriaxone 10g/vial inj,851957,Rocephin 10g/vial Inj (discontinued),,,,,HLR,Y
J01DD04,ceftriaxone 10g/vial inj,2292904,Ceftriaxone 10g/vial Inj,,,,,APX,Y
J01DD04,ceftriaxone 10g/vial inj,2325632,Ceftriaxone Sodium 10g/vial Inj,,,,,STR,Y
J01DD04,ceftriaxone 1g/vial inj,657417,Rocephin 1g/vial Inj (discontinued),,,,,HLR,Y
J01DD04,ceftriaxone 1g/vial inj,2287633,Ceftriaxone 1g/vial Inj,DNP,12.495,M,SFC,TEV,Y
J01DD04,ceftriaxone 1g/vial inj,2292270,Ceftriaxone 1g/vial Inj,DNP,12.495,M,SFC,SDZ,Y
J01DD04,ceftriaxone 1g/vial inj,2292874,Ceftriaxone 1g/vial Inj,DNP,12.495,M,SFC,APX,Y
J01DD04,ceftriaxone 1g/vial inj,2325616,Ceftroaxone Sodium 1g/vial Inj,DNP,12.495,M,SFC,STR,Y
J01DD04,ceftriaxone 2g/vial inj,657409,Rocephin 2g/vial Inj (discontinued),,,,,HLR,Y
J01DD04,ceftriaxone 2g/vial inj,2292289,Ceftriaxone 2g/vial Inj,DNP,24.14,M,SFC,SDZ,Y
J01DD04,ceftriaxone 2g/vial inj,2292882,Ceftriaxone 2g/vial Inj,DNP,24.14,M,SFC,APX,Y
J01DD04,ceftriaxone 2g/vial inj,2325624,Ceftriaxone Sodium 2g/vial Inj,DNP,24.14,M,SFC,STR,Y
J01DD08,cefixime 400mg tab,868981,Suprax 400mg Tab,DNP,3.0796,M,SFC,ODN,Y
J01DD08,cefixime 400mg tab,2432773,Auro-Cefixime 400mg Tab,DNP,3.0796,M,SFC,ARO,Y
J01DD08,,868965,Suprax 100mg/5mL Susp,DNP,0.4312,L,SFC,ODN,N
J01DE01,cefepime 2g/vial inj,2163640,Maxipime 2g/vial Inj (discontinued),,,,,BRI,Y
J01DE01,cefepime 2g/vial inj,2319039,Cefepime for injection 2g/vial Inj,,,,,APX,Y
J01DF01,,2329840,Cayston 75mg vial Pdr for Sol,,,,,GIL,N
J01DH51,,717282,Primaxin 500mg/vial Inj,DNP,33.0015,L,SFC,FRS,N
J01EA01,trimethoprim 100mg tab,675229,Proloprim 100mg Tab (discontinued),,,,,GSK,Y
J01EA01,trimethoprim 100mg tab,2243116,Trimethoprim 100mg Tab,DNPM,0.2672,M,SFC,AAP,Y
J01EA01,trimethoprim 200mg tab,677590,Proloprim 200mg Tab (discontinued),,,,,GSK,Y
J01EA01,trimethoprim 200mg tab,2243117,Trimethoprim 200mg Tab,DNPM,0.5491,M,SFC,AAP,Y
J01EE01,sulfamethoxazole 400mg & trimethoprim 80mg tab,270636,Septra 400/80mg Tab (discontinued),,,,,GSK,Y
J01EE01,sulfamethoxazole 400mg & trimethoprim 80mg tab,445274,Apo-Sulfatrim 400/80mg Tab,DNPM,0.0482,M,SFC,APX,Y
J01EE01,sulfamethoxazole 400mg & trimethoprim 80mg tab,510637,Novo-Trimel 400/80mg Tab,DNPM,0.0482,M,SFC,TEV,Y
J01EE01,sulfamethoxazole 40mg & trimethoprim 8mg/mL o/l,270644,Septra 40/8mg Susp (discontinued),,,,,GSK,Y
J01EE01,sulfamethoxazole 40mg & trimethoprim 8mg/mL o/l,726540,Novo-Trimel 40/8mg Susp,DNPM,0.2,M,SFC,TEV,Y
J01EE01,sulfamethoxazole 800mg & trimethoprim 160mg tab,368040,Septra 800/160mg Tab (discontinued),,,,,GSK,Y
J01EE01,sulfamethoxazole 800mg & trimethoprim 160mg tab,445282,Apo-Sulfatrim DS 800/160mg Tab,DNPM,0.1221,M,SFC,APX,Y
J01EE01,sulfamethoxazole 800mg & trimethoprim 160mg tab,510645,Novo-Trimel 800/160mg Tab,DNPM,0.1221,M,SFC,TEV,Y
J01EE01,,445266,Apo-Sulfatrim 100/20mg Tab,DNPM,0.0911,L,SFC,APX,N
J01FA01,erythromycin ethylsuccinate 600mg tab,583782,EES-600 (600mg) Tab (discontinued),,,,,AMD,Y
J01FA01,erythromycin ethylsuccinate 600mg tab,637416,Erythro-ES 600mg Tab (discontinued),,,,,AAP,Y
J01FA01,,262595,Novo-Rythro EST 250mg/5mL Susp (discontinued),,,,,TEV,N
J01FA01,,545678,Erythro-S 250mg Tab,DNPM,0.2205,L,SFC,AAP,N
J01FA01,,607142,ERYC 250mg Cap,DNPM,0.287,L,SFC,PFI,N
J01FA01,,682020,Apo-Erythro Base 250mg Tab,DNPM,0.1904,L,SFC,AAP,N
J01FA01,,688568,Erythro-S 500mg Tab (discontinued),,,,,AAP,N
J01FA01,,873454,ERYC 333mg Cap,DNPM,0.7365,L,SFC,PFI,N
J01FA02,,1927817,Rovamycine 500mg Cap,DNP,2.796,L,SFC,ODN,N
J01FA02,,1927825,Rovamycine 250mg Cap,DNP,1.43,L,SFC,ODN,N
J01FA09,clarithromycin 250mg tab,1984853,Biaxin BID 250mg Tab,DNP,0.4122,M,SFC,ABB,Y
J01FA09,clarithromycin 250mg tab,2247573,pms-Clarithromycin 250mg Tab,DNP,0.4122,M,SFC,PMS,Y
J01FA09,clarithromycin 250mg tab,2248804,Teva-Clarithromycin 250mg Tab,DNP,0.4122,M,SFC,TEV,Y
J01FA09,clarithromycin 250mg tab,2266539,Sandoz Clarithromycin 250mg Tab,DNP,0.4122,M,SFC,SDZ,Y
J01FA09,clarithromycin 250mg tab,2274744,Apo-Clarithromycin 250mg Tab,DNP,0.4122,M,SFC,APX,Y
J01FA09,clarithromycin 250mg tab,2361426,RAN-Clarithromycin 250mg Tab,DNP,0.4122,M,SFC,RAN,Y
