Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 2,Cumberland Regional,2019,4,,,102,149
2018_q3,,Hysterectomy  (Cancer Not Suspected),,IWK,IWK,2018,3,80,235,71,135
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Joshi, Changulanda",,,,,132,159,78,156
2018_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2018,1,39,141,71,184
2017_q4,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2017,4,76,265,,
2017_q4,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 3,Cape Breton Regional,2017,4,,,49,219
2018_q3,,Lung Surgery,,Total,Provincial,2018,3,28,50,36,78
2018_q4,,Gallbladder Surgery,,Zone 3,St. Marthas Regional,2018,4,11,30,89,248
12month_rolling,Ophthalmology,Cataract Surgery,"Nicolela, Marcelo",,,,,61,311,124,247
2019_q4,,Ear Tubes  (Adult),,Total,Provincial,2019,4,,,43,188
12month_rolling,Obstetrics/Gynaecology,All,"Randle, Elizabeth",,,,,85,196,69,159
12month_rolling,,Bariatric Surgery (for Weight Loss),,Zone 4,QE2,2019,4,392,"3,241",40,63
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2019,4,18,75,41,137
2019_q1,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2019,1,,,124,290
12month_rolling,Urology,Male Reproductive System Surgery,"Rendon, Ricardo",,,,,28,39,35,44
2019_q2,,Knee Replacement,,Zone 2,Aberdeen Hospital,2019,2,77,494,203,494
2018_q4,,Orthopaedic Trauma,,Zone 4,QE2,2018,4,,,119,230
2018_q4,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2018,4,35,216,23,62
12month_rolling,,Bowel Resection - Open,,Zone 4,Dartmouth General,2019,4,27,91,33,118
2018_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Aberdeen Hospital,2018,2,,,85,133
2019_q4,,Knee Scope,,Zone 1,Valley Regional,2019,4,35,42,127,224
2018_q2,,Hip Arthroscopy,,Zone 4,QE2,2018,2,317,"1,472",198,848
2018_q1,,Spinal Cord Stimulation Surgery,,Total,Provincial,2018,1,,,71,253
2018_q4,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2018,4,53,177,51,183
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Balys, Richard L",,,,,51,213,77,241
2017_q4,,Brain Surgery  (Adult),,Zone 4,QE2,2017,4,42,363,32,137
2019_q3,,Hernia Repair  (Adult),,Zone 3,Glace Bay,2019,3,113,327,30,201
12month_rolling,Cardiac Surgery,Pacemaker Insertion,"Baskett, Roger J",,,,,,,14,43
2018_q4,,Hip Arthroscopy,,Zone 4,QE2,2018,4,196,357,679,"1,158"
2018_q1,,Cystoscopy,,IWK,IWK,2018,1,,,29,141
2018_q1,,Back Surgery  (Adult),,Zone 4,QE2,2018,1,89,342,73,157
2017_q4,,Vitreoretinal Diseases,,Total,Provincial,2017,4,25,76,34,155
12month_rolling,Plastic Surgery,Breast Reconstruction,"Wheelock, Margaret",,,,,38,70,25,41
2019_q3,,Bowel Resection,,Zone 3,St. Marthas Regional,2019,3,,,59,78
2018_q3,,Knee Scope,,Zone 3,Cape Breton Regional,2018,3,47,105,46,126
2019_q2,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2019,2,87,281,,
2018_q2,,Whipple Procedures,,Total,Provincial,2018,2,14,20,16,21
2019_q4,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2019,4,154,283,35,228
12month_rolling,Plastic Surgery,All,"Dickson, Lisa Marie",,,,,58,198,62,153
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Wallace, Timothy D",,,,,72,336,94,152
2017_q4,,Colorectal Cancer Surgery,,Zone 4,QE2,2017,4,23,97,26,57
2018_q1,,Knee Scope,,IWK,IWK,2018,1,,,29,135
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 2,Aberdeen Hospital,2019,4,86,126,,
2018_q2,,Hysteroscopy,,Zone 4,Dartmouth General,2018,2,65,188,64,156
2017_q4,,Bowel Resection,,Zone 4,Dartmouth General,2017,4,22,104,34,92
2018_q4,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2018,4,21,85,36,131
12month_rolling,Ophthalmology,Strabismus Surgery  (Adult),"Robitaille, Johane",,,,,122,251,71,122
2018_q2,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2018,2,33,116,70,308
2019_q2,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2019,2,,,36,104
2017_q4,,Cataract Surgery,,Zone 3,Glace Bay,2017,4,188,353,40,148
2018_q1,,Breast Cancer Surgery,,Zone 3,St. Marthas Regional,2018,1,4,25,25,90
12month_rolling,General Surgery,All,"Mills, Jessica Louise",,,,,18,64,65,135
2019_q2,,Bladder Surgery,,Zone 3,Cape Breton Regional,2019,2,,,37,98
2018_q1,,Brain Surgery  (Adult),,Total,Provincial,2018,1,41,120,29,102
2019_q4,,Kidney Stone Surgery,,Zone 4,QE2,2019,4,45,63,37,107
12month_rolling,Orthopaedic,Hand / Upper Extremity,"Johnston, David G",,,,,192,421,217,456
2019_q1,,Hernia Repair  (Adult),,Zone 1,Valley Regional,2019,1,79,207,54,158
2018_q1,,Cataract Surgery,,Zone 1,South Shore Regional,2018,1,85,126,77,159
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 3,Northside General,2019,4,65,126,53,159
2018_q4,,Nerve Surgery,,Zone 4,QE2,2018,4,174,483,27,370
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 2,Colchester East Hants Health Centre,2019,4,37,94,64,139
12month_rolling,Ophthalmology,Strabismus Surgery  (Pediatric),"Robitaille, Johane",,,,,,,76,153
2019_q4,,Tendon / Ligament Repair,,Total,Provincial,2019,4,93,284,39,287
2017_q4,,Hip Arthroscopy,,Zone 4,Dartmouth General,2017,4,53,79,170,244
2019_q1,,Craniotomy or Craniectomy,,Zone 4,QE2,2019,1,,,35,133
2019_q3,,Gallbladder Surgery,,Zone 4,Dartmouth General,2019,3,104,217,98,216
2018_q1,,Foot - Arthrodesis,,Zone 4,QE2,2018,1,153,180,214,334
12month_rolling,Urology,Male Reproductive System Surgery,"Massaro, Peter",,,,,56,146,124,236
2019_q4,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2019,4,107,172,84,237
2018_q3,,Female Incontinence Surgery,,Total,Provincial,2018,3,77,202,117,258
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"MacLellan, Erin",,,,,105,237,66,225
12month_rolling,Otolaryngology (ENT),All,"Brodarec, Ivan",,,,,63,274,45,160
12month_rolling,General Surgery,Breast Cancer Surgery,"McKenney, Roderick",,,,,24,40,25,34
2017_q4,,Dental Extractions and Restorations  (Adult),,Zone 1,South Shore Regional,2017,4,21,85,66,142
2019_q3,,Breast Reduction Surgery,,Total,Provincial,2019,3,103,621,100,313
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Shettar, Channabasav",,,,,18,31,39,58
2019_q1,,Ear Tubes  (Pediatric),,Zone 3,St. Marthas Regional,2019,1,,,29,61
2017_q4,,Bowel Resection,,Zone 1,South Shore Regional,2017,4,10,38,16,22
2019_q2,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2019,2,,,86,205
12month_rolling,Orthopaedic,Knee Scope with ACL Repair,"Brien, Donald M",,,,,13,161,126,196
2019_q4,,Endometrial Ablation,,Total,Provincial,2019,4,49,173,59,212
2018_q2,,Tendon / Ligament Repair,,Total,Provincial,2018,2,72,300,39,192
2019_q2,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2019,2,,,34,72
12month_rolling,Orthopaedic,Hip Replacement,"Brien, Donald M",,,,,132,181,157,286
3month_rolling,,Breast Cancer Surgery,,Zone 1,South Shore Regional,2019,4,18,56,9,44
2017_q4,,Bowel Resection - Laparoscopic,,Zone 3,St. Marthas Regional,2017,4,,,25,73
2019_q3,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,QE2,2019,3,63,83,78,160
2019_q1,,Breast Cancer Surgery,,Total,Provincial,2019,1,11,31,20,41
2018_q2,,Pelvic Floor Repair,,IWK,IWK,2018,2,223,377,76,184
12month_rolling,General Surgery,All,"Shih, Warren W",,,,,80,241,62,190
2019_q2,,Ear Tubes  (Pediatric),,IWK,IWK,2019,2,49,184,46,90
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Adult),"Chiarot, Marco",,,,,62,179,102,158
2018_q2,,Bariatric Surgery (for Weight Loss),,Zone 4,QE2,2018,2,411,"3,282",36,71
12month_rolling,General Surgery,Hernia Repair - Ventral,"Lapierre, Stephanie",,,,,130,253,47,91
2018_q1,,Male Reproductive System Surgery,,Zone 4,QE2,2018,1,115,244,104,278
12month_rolling,Obstetrics/Gynaecology,All,"Stone, Heather",,,,,136,273,31,42
12month_rolling,,Hernia Repair - Laparoscopic Ventral,,Zone 1,Yarmouth Regional,2019,4,23,56,143,220
12month_rolling,Orthopaedic,Knee Replacement - Partial,"Sequeira, Stanislaus",,,,,138,588,444,631
12month_rolling,Urology,Male Circumcision  (Pediatric),"Rent, Kenneth",,,,,71,107,29,31
2019_q2,,Lymph Node Biopsy,,Zone 4,QE2,2019,2,14,31,24,85
12month_rolling,,Wound Management,,Zone 4,QE2,2019,4,41,240,19,41
2018_q1,,Breast Reduction Surgery,,Total,Provincial,2018,1,154,604,139,288
2018_q2,,Aneurysm Repair,,Zone 4,QE2,2018,2,22,63,25,106
2018_q3,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2018,3,119,518,343,511
2019_q2,,Knee Scope with ACL Repair,,Total,Provincial,2019,2,33,147,173,522
2018_q4,,Ear Tubes  (Pediatric),,IWK,IWK,2018,4,92,202,69,139
12month_rolling,General Surgery,Gallbladder Surgery,"Murphy, Christopher",,,,,21,127,43,111
2018_q2,,Bowel Resection - Open,,Zone 4,Dartmouth General,2018,2,23,57,55,321
2017_q4,,Colorectal Cancer Surgery,,Zone 4,Dartmouth General,2017,4,20,46,33,43
2019_q1,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2019,1,29,125,54,200
2019_q3,,Pilonidal Cyst Surgery,,Total,Provincial,2019,3,94,230,81,199
2018_q4,,Aneurysm Repair,,Zone 4,QE2,2018,4,18,47,33,99
2019_q4,,Gastrointestinal Tract Surgery,,Zone 1,Yarmouth Regional,2019,4,,,40,108
2018_q2,,Shoulder Arthroplasty,,Zone 4,QE2,2018,2,85,280,88,263
2019_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 1,South Shore Regional,2019,1,101,131,31,76
2019_q3,,Aneurysm Repair,,Zone 1,Valley Regional,2019,3,,,82,172
2018_q4,,Coronary Artery Bypass Graft,,Total,Provincial,2018,4,,,3,76
2018_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Cumberland Regional,2018,1,23,62,42,67
2019_q4,,Hip Replacement Revision,,Total,Provincial,2019,4,47,88,66,146
2017_q4,,Maxillofacial Deformity Surgery,,Zone 4,Dartmouth General,2017,4,,,110,510
2019_q2,,Hip Replacement,,Zone 4,QE2,2019,2,48,116,162,359
12month_rolling,,Hernia Repair - Umbilical,,Zone 3,Cape Breton Regional,2019,4,86,355,49,151
12month_rolling,General Surgery,Lung Surgery,"Wallace, Alison",,,,,36,82,38,80
12month_rolling,General Surgery,Hernia Repair - Incisional,"Lamey, Alicia",,,,,93,202,138,211
2018_q1,,Foot - Bunionectomy,,Total,Provincial,2018,1,93,508,188,328
2018_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Marthas Regional,2018,4,,,92,153
2019_q3,,Shoulder Arthroplasty,,Total,Provincial,2019,3,101,345,252,650
2018_q2,,Septoplasty,,Zone 4,Dartmouth General,2018,2,61,377,95,429
2019_q3,,Carpal Tunnel Surgery,,Zone 3,New Waterford,2019,3,42,116,24,130
2018_q1,,Cardiovascular Surgery,,Total,Provincial,2018,1,,,10,41
2018_q4,,Brain Surgery  (Adult),,Zone 4,QE2,2018,4,32,252,39,179
2019_q1,,Hernia Repair - Umbilical,,Zone 1,Yarmouth Regional,2019,1,10,43,,
12month_rolling,Vascular Surgery,Amputations,"Smith, Matthew",,,,,19,21,9,11
2019_q4,,Hip Replacement,,Zone 4,QE2,2019,4,55,182,155,361
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Neumann, Katerina",,,,,15,15,24,220
12month_rolling,Orthopaedic,Knee Scope,"Legay, Douglas A",,,,,76,191,78,181
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Butler, Clay K",,,,,93,411,99,200
12month_rolling,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2019,4,144,426,563,697
2019_q1,,Back Surgery  (Adult),,Zone 4,QE2,2019,1,79,291,92,225
3month_rolling,,Knee Scope with ACL Repair,,Zone 4,QE2,2019,4,34,88,117,615
2019_q2,,Knee Replacement - Partial,,Total,Provincial,2019,2,129,359,170,339
2018_q1,,Amputations,,Total,Provincial,2018,1,33,222,33,203
2018_q2,,Hip Replacement Revision,,Total,Provincial,2018,2,66,143,71,205
2019_q3,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2019,3,25,110,37,59
2019_q3,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2019,3,162,208,124,283
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 2,Aberdeen Hospital,2019,4,17,59,26,60
2019_q1,,Lung Cancer Surgery,,Total,Provincial,2019,1,27,52,31,59
12month_rolling,Cardiac Surgery,Cardiovascular Surgery,"Chedrawy, Edgar",,,,,,,16,79
2018_q1,,Hernia Repair - Umbilical,,Zone 4,QE2,2018,1,68,186,51,181
2018_q4,,Hernia Repair - Umbilical,,Zone 4,Dartmouth General,2018,4,121,300,105,237
2018_q1,,Cataract Surgery,,Zone 3,St. Marthas Regional,2018,1,35,301,145,256
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Stewart, Riley",,,,,12,42,20,47
12month_rolling,Urology,Bladder Cancer Surgery,"Massaro, Peter",,,,,15,36,28,51
2018_q1,,Kidney Removal,,Total,Provincial,2018,1,14,71,38,92
2018_q4,,Gastrointestinal Tract Surgery,,Zone 1,South Shore Regional,2018,4,21,106,24,55
2019_q3,,Lacrimal Duct Probing,,Total,Provincial,2019,3,118,542,63,160
3month_rolling,Orthopaedic Surgery,,,,,2019,4,,,118,459
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Osasere, Michael",,,,,33,81,14,51
2018_q2,,Bladder Surgery,,Total,Provincial,2018,2,51,118,21,65
2019_q4,,Hernia Repair  (Adult),,Zone 4,Hants Community Hospital,2019,4,154,318,86,222
2018_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2018,1,62,138,50,96
12month_rolling,Dental,All,"Munro, Monica",,,,,38,141,72,143
2018_q4,,Cataract Surgery,,Zone 3,Glace Bay,2018,4,181,345,25,114
2018_q4,,Breast Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2018,4,6,13,17,28
2017_q4,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2017,4,6,37,28,174
12month_rolling,,Kidney / Upper Urinary Tract,,Zone 2,Colchester East Hants Health Centre,2019,4,22,67,48,82
2017_q4,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2017,4,58,189,33,85
2018_q4,,Lymph Node Biopsy,,Total,Provincial,2018,4,14,47,19,43
2019_q3,,Esophagectomy / Esophageal Surgery,,Zone 4,QE2,2019,3,,,22,37
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2019,4,51,181,95,355
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Trenholm, J Andrew I",,,,,56,174,185,593
2017_q4,,Pancreas Surgery,,Zone 4,QE2,2017,4,19,35,23,49
12month_rolling,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2019,4,68,294,173,867
2019_q1,,Kidney Removal,,Zone 3,Cape Breton Regional,2019,1,,,50,64
2017_q4,,Bowel Resection,,Zone 3,St. Marthas Regional,2017,4,,,25,73
2018_q2,,Foot - Arthrodesis,,Total,Provincial,2018,2,157,238,209,354
12month_rolling,,Peritoneal Lavage or Catherization,,Total,Provincial,2019,4,14,36,12,40
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Clark, F Donald",,,,,16,50,50,93
3month_rolling,,Breast Cancer Surgery,,Zone 3,St. Marthas Regional,2019,4,5,8,23,27
2018_q2,,Gallbladder Surgery,,Zone 4,QE2,2018,2,36,192,56,225
12month_rolling,Urology,Male Circumcision  (Adult),"Grantmyre, John E",,,,,280,390,40,44
12month_rolling,Plastic Surgery,Melanoma Excision,"Williams, Jason G",,,,,15,28,13,18
2018_q1,,Gallbladder Surgery,,Zone 3,Cape Breton Regional,2018,1,41,100,30,192
12month_rolling,General Surgery,Gallbladder Surgery,"Kelly, Ryan Patrick",,,,,166,351,70,185
12month_rolling,Thoracic Surgery,Nissen Fundoplication - Laparoscopic,"Plourde, Madelaine M",,,,,80,104,"1,135","1,239"
2018_q2,,Hernia Repair  (Adult),,Zone 3,Glace Bay,2018,2,108,146,37,104
2019_q4,,Cornea and External Disease,,Zone 4,QE2,2019,4,77,142,190,583
2019_q1,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2019,1,25,168,45,91
2019_q4,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2019,4,37,89,138,198
2017_q4,,Gallbladder Surgery,,Zone 4,QE2,2017,4,42,111,57,198
2019_q3,,Hernia Repair - Umbilical,,Zone 2,Colchester East Hants Health Centre,2019,3,35,65,83,139
12month_rolling,,Cardiovascular Surgery,,Total,Provincial,2019,4,,,12,89
12month_rolling,Urology,Male Reproductive System Surgery,"Padmore, Dave",,,,,41,111,32,150
2018_q4,,Ear Tubes  (Adult),,Total,Provincial,2018,4,,,39,131
2018_q3,,Knee Replacement - Partial,,Zone 4,Dartmouth General,2018,3,,,79,234
12month_rolling,General Surgery,Prostate Surgery,"Pillai, Neelakantan G.",,,,,4,7,23,35
2018_q2,,Knee Scope,,Zone 3,Cape Breton Regional,2018,2,38,86,32,122
2019_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Marthas Regional,2019,1,,,146,263
2019_q1,,Female Incontinence Surgery,,Zone 4,QE2,2019,1,,,113,517
2019_q4,,Peritoneal Lavage or Catherization,,Total,Provincial,2019,4,13,21,10,41
12month_rolling,,Nerve or Brain Stimulation,,Total,Provincial,2019,4,38,130,36,84
2018_q4,,Prostate Cancer Surgery,,Total,Provincial,2018,4,32,51,43,84
2017_q4,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2017,4,51,84,37,96
3month_rolling,,Kidney Removal,,Total,Provincial,2019,4,13,48,50,99
2019_q2,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2019,2,,,154,224
2018_q4,,Hernia Repair - Inguinal/Femoral,,Zone 1,Valley Regional,2018,4,64,138,39,97
2018_q2,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2018,2,85,237,22,210
2018_q4,,Tear Duct Surgery,,Zone 4,QE2,2018,4,83,563,,
2018_q1,,Carotid Endarterectomy,,Zone 4,QE2,2018,1,,,14,30
12month_rolling,,Head and Neck Surgery,,Zone 2,Cumberland Regional,2019,4,27,45,40,82
12month_rolling,Thoracic Surgery,Thymectomy,"Plourde, Madelaine M",,,,,44,55,144,375
2018_q4,,Foot - Arthroplasty,,Total,Provincial,2018,4,148,200,321,549
2018_q1,,Hysteroscopy,,Zone 4,Dartmouth General,2018,1,57,187,101,127
2018_q3,,Shoulder Surgery,,Total,Provincial,2018,3,116,315,238,511
2018_q1,,Dental Extractions and Restorations  (Pediatric),,Total,Provincial,2018,1,34,242,77,254
2019_q2,,Shoulder Arthroplasty,,Zone 4,QE2,2019,2,70,576,167,554
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Pugh, Cheryl",,,,,91,215,33,86
2019_q4,,Knee Scope,,Zone 3,New Waterford,2019,4,59,86,43,64
3month_rolling,,Hernia Repair - Incisional,,Total,Provincial,2019,4,85,342,71,265
2018_q2,,Knee Scope with ACL Repair,,Zone 4,Hants Community Hospital,2018,2,11,95,64,285
12month_rolling,Otolaryngology (ENT),Septoplasty,"Scott, John",,,,,29,168,18,25
12month_rolling,,Sternotomy / Thoracotomy,,Zone 4,QE2,2019,4,28,57,41,78
3month_rolling,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,Dartmouth General,2019,4,,,52,69
12month_rolling,,Bowel Resection - Laparoscopic,,Zone 2,Cumberland Regional,2019,4,27,55,18,36
2018_q4,,Lung Surgery,,Total,Provincial,2018,4,31,51,35,80
2019_q4,,Knee Scope,,Zone 1,South Shore Regional,2019,4,70,156,146,259
2018_q4,,Bowel Resection,,Zone 1,Yarmouth Regional,2018,4,,,15,51
2018_q1,,Knee Replacement Revision,,Total,Provincial,2018,1,64,285,90,298
2019_q4,,Brain Surgery  (Adult),,Zone 4,QE2,2019,4,48,162,35,175
2019_q4,,Knee Scope,,Zone 4,Hants Community Hospital,2019,4,34,73,55,169
3month_rolling,,Thyroid or Parathyroid Surgery,,Zone 4,Hants Community Hospital,2019,4,,,76,258
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Lefel, Oleg",,,,,4,21,8,36
12month_rolling,General Surgery,Carpal Tunnel Surgery,"Wasserman, Lukas",,,,,40,64,244,333
2018_q2,,Prostate Surgery,,Zone 3,Cape Breton Regional,2018,2,46,189,39,97
2018_q3,,Temperomandibular Joint Surgery (TMJ),,Total,Provincial,2018,3,124,242,95,380
2018_q1,,Gallbladder Surgery,,Zone 4,Dartmouth General,2018,1,104,340,122,265
2019_q4,,Manipulation of Extremity,,Total,Provincial,2019,4,,,38,395
2019_q4,,Tendon / Ligament Repair,,Zone 4,QE2,2019,4,153,591,105,518
2019_q3,,Endometrial Ablation,,Total,Provincial,2019,3,72,168,51,109
2019_q2,,Strabismus Surgery  (Adult),,Zone 4,QE2,2019,2,148,498,89,212
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Stewart, Riley",,,,,29,93,23,52
2019_q3,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2019,3,63,161,49,329
2018_q1,,Bowel Resection - Open,,Zone 4,QE2,2018,1,16,77,34,97
12month_rolling,Orthopaedic,Knee Scope,"Urquhart, Nathan Alexander",,,,,21,96,37,102
2018_q2,,Knee Scope,,Zone 4,Hants Community Hospital,2018,2,33,140,52,168
2018_q4,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2018,4,50,316,85,292
2017_q4,,Hip Replacement,,Zone 4,Dartmouth General,2017,4,47,459,132,675
2018_q3,,Bowel Resection,,Zone 1,South Shore Regional,2018,3,21,29,10,28
2019_q2,,Bladder Surgery,,Total,Provincial,2019,2,22,365,32,88
12month_rolling,Plastic Surgery,Breast Reconstruction,"Brennan, Michael",,,,,237,253,110,190
2018_q4,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2018,4,22,60,17,46
12month_rolling,General Surgery,Bowel Resection,"Giacomantonio, Carman Anthony",,,,,19,77,58,127
2019_q4,,Cataract Surgery,,Zone 3,Glace Bay,2019,4,72,269,42,84
12month_rolling,,Hernia Repair - Umbilical,,Zone 4,Hants Community Hospital,2019,4,163,348,98,167
2019_q4,,Vitreoretinal Diseases,,Total,Provincial,2019,4,21,105,44,151
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Smith, Andrew Neil",,,,,34,119,88,187
2018_q2,,Pilonidal Cyst Surgery,,Total,Provincial,2018,2,84,211,61,223
12month_rolling,General Surgery,Lymph Node Biopsy,"Calverley, Virginia C",,,,,8,14,28,55
2017_q4,,Carpal Tunnel Surgery,,Zone 3,New Waterford,2017,4,38,243,16,133
12month_rolling,Urology,Bladder Cancer Surgery,"Padmore, Dave",,,,,21,48,21,28
2018_q2,,Aneurysm Repair,,Zone 1,Valley Regional,2018,2,,,47,55
2018_q1,,Lacrimal Duct Probing,,Zone 4,QE2,2018,1,116,499,39,110
2019_q4,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2019,4,24,82,29,139
2018_q1,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2018,1,11,41,30,62
2019_q3,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2019,3,61,168,94,288
2018_q3,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2018,3,34,211,44,107
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Romao, Rodrigo Luiz",,,,,40,51,56,143
